a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,-0.02337913127394265,11705.962552439405,0.8850842425803512,17716.72802458707,-1.3821789203742934,-342.99843295368737,-1.0352699128804699,-1306.2036612259835
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,0.0929871274358984,10465.710071974045,0.9149393411307154,24621.37384264444,-1.0935247505823125,-225.5662449249994,-1.1734527914476443,-1484.8082541792319
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,-0.24931485927181132,14232.415035681313,0.7967321979233364,10726.684448110234,2.549539091849243,840.2382762418329,-1.0565196254272269,-1365.3766746689253
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,0.8242458458478005,2863.7698279545525,0.8542519796975228,10810.662320348938,,0.0,-0.08549543463704853,-94.08525565588752
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,0.18749942614840917,8207.9167732642,0.03677477995323291,1148.9234707156377,1.6124895649312643,856.687921780921,1.9994866041836135,1302.3751273950538
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,-0.016554130050890764,10410.2896911873,0.06913622599441838,1416.1571085998685,0.23928710500130246,150.51187258231585,1.99223210515258,998.9509903344788
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,-0.009583375268744488,10326.688717383253,0.07018591896135223,1420.09130906195,0.20463775764107758,129.02269749302832,1.9903941483147642,997.8633108559534
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.015505667075196008,10938.670907121288,0.7388194205950062,8388.81217508851,-0.1265084743066173,-147.24681988335215,,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,0.12397529936971917,9472.675545381235,0.7364959598704164,8314.291507709388,-0.010489246114649079,-12.267035590894011,,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,-0.278869631464942,14003.28573938346,0.023888615295156086,1402.821267748576,1.7645142934298104,742.6339110560511,,0.0
