product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,-0.008066705340669864,0.07430053712724845,-0.11709511682894873,0.46534589194941317,0.47893776448870795,-0.8586018644290404,-0.465160736903869,0.5903446937271737,-0.8418525444606354,0.6439553101819423,-0.009176546980628083,0.8853271795478015,-0.48194353574967735,-0.47361204146036673,0.20259842127391323,-0.5696008648126232,-0.6989503453423391,0.8121814965157859,0.03824308467454534,0.14328270523072936,0.5040039964044154,-0.8850039410192105,0.7768906266069342,-0.7440635400272865,0.8391011310368544,-0.7676372169189644,-0.7658528120874581,0.5475149458351453,-0.6984488821628887,0.7077332233704652,0.20619908127195422,0.5658786712449742,0.7683136709905268,0.6055256961355675,-0.6615888248930127,-0.6817514757558701,-0.04293233883865653,0.735595927646439,0.47833350526126583,-0.4108126478285981,0.11717083317809669,0.33862030968697276,-0.7336443851333806,0.6677933397908409,-0.7920437047999511,0.6850266846042063,0.3988301736627909,0.7489310512142338,-0.1121823118940192
GALAXY_SOUNDS_DARK_MATTER,-0.008066705340669864,1.0,0.43421141924060136,-0.022533526267204042,-0.01568085677831927,-0.6154828143888691,0.04254428242206187,-0.44192551956497217,0.38733296154440927,0.2504965358480733,-0.3889653429422411,-0.23866995097179114,-0.013271078692738995,0.11317456450157107,-0.24395441964927347,-0.5032298985698553,-0.07120132886722902,0.1266172524423419,0.047822960947748155,0.18122200942671418,0.24497769182426132,0.10676448420430856,0.07108701663484569,0.006044124061305277,-0.20410654062558048,-0.04554985214219984,-0.16481485024959702,0.07545310341954337,0.32260958268637163,-0.13738151093016213,0.2200100506003818,-0.34567363671277407,-0.3361107270913995,0.32803110767985,0.31802179198149166,0.02409490822695603,-0.159068587141524,-0.04580514190208087,0.1882493019205707,-0.08433211601452627,-0.2182984883864731,0.24404064817854132,0.3228463633186554,0.31494344945742364,0.10953772958411759,-0.21639629790540993,0.3160025743592418,-0.05406556774489247,-0.29624444748159634,0.7680734649521075
GALAXY_SOUNDS_PLANETARY_RINGS,0.07430053712724845,0.43421141924060136,1.0,-0.00911406148501174,0.08759617878976837,-0.31823532307366476,-0.20718562364692344,-0.5834741240778739,0.6624678595885645,0.09492772516350596,-0.1017320464542886,-0.04767672486096721,0.1616009199731279,0.324938522547102,-0.37360837143538245,-0.6126934423369398,-0.13386992617402022,0.2537899417822136,0.2574330193419947,-0.3453046452730775,0.302898980909504,0.17688060511128842,-0.11622521476081751,0.3167817331576948,-0.5353919366090656,0.21225234685000935,-0.134993444554448,-0.051276730692018435,0.28138670142261524,-0.41992045545645645,0.2607527244589694,-0.24991538275433442,-0.2902593379094553,0.49496486504827986,0.7329852288350363,-0.1490098713430319,-0.24133122628184445,0.15929824068779466,0.435552907531343,-0.015625620616410218,-0.6682850310638222,0.45811528464757206,0.08055332703888393,0.16414264157473993,0.6382754330592869,-0.49143259552762447,0.5432726785543576,0.5052572005851524,-0.23278800647711184,0.4005426803221414
GALAXY_SOUNDS_SOLAR_FLAMES,-0.11709511682894873,-0.022533526267204042,-0.00911406148501174,1.0,-0.33521984370097624,0.00864724325434619,0.23908303832072733,0.05373003460987609,-0.05295975935206577,0.23048036218811552,-0.07916070343744078,-0.48880634078879476,0.13373922072323627,0.3221614799017425,0.3156499601611894,-0.3734650968207947,0.38309732551102127,0.2486110599904025,-0.04567492319912476,-0.44983635288613344,-0.3413137278208484,-0.2904973352409646,0.09137523586732188,0.16749858233248352,0.026544190299357413,-0.12122995929928128,0.11927528013731398,0.4321874318701214,-0.36554517584675333,0.3334955896362795,-0.17079249538332172,-0.2303819699784687,-0.3818007620103027,-0.06637598257878172,-0.1220330374294826,0.13098179503065857,0.08932991612949992,-0.17051537245107432,0.1331010916708774,-0.07474329902872759,0.09824305278394706,0.1836996277805111,-0.4140893374687269,-0.26921943474475596,0.1039029371103354,0.008659027791028782,-0.10277052527404106,-0.1029720081541788,-0.11815251918405849,0.16557643447412465
GALAXY_SOUNDS_SOLAR_WINDS,0.46534589194941317,-0.01568085677831927,0.08759617878976837,-0.33521984370097624,1.0,0.18513562745167564,-0.7515254980346224,-0.5387599531882328,0.5586606001889065,-0.604872579533726,0.42624622356738207,0.5032024422038681,0.47458453564957437,-0.39339421283359566,-0.7674202365289065,0.37127114435415914,-0.8286971105314049,-0.6125901759425452,0.525363920672642,0.19408502351021406,0.3748360566437859,0.7822481934929199,-0.5828080537023711,0.3505875578208337,-0.6267411256815605,0.4559299942552607,-0.733074981797294,-0.7328525450809075,0.7469166225171857,-0.7709681712645168,0.6297719971926998,0.39415511707852147,0.712543261769218,0.5805702981507223,0.45885346234693275,-0.45709850184953077,-0.5774981170883788,0.09855029297190507,0.4346973046322138,0.2960796191002344,-0.46788568104757133,-0.3202631062289799,0.6335618307138061,-0.2599141414758754,0.24421476689455102,-0.6067922977113237,0.4525012545985307,0.5063794554913551,0.6403474184382116,-0.3041487659242239
MICROCHIP_CIRCLE,0.47893776448870795,-0.6154828143888691,-0.31823532307366476,0.00864724325434619,0.18513562745167564,1.0,-0.41550078822888925,0.13851846258223308,-0.09379806617690656,-0.5933514510346928,0.829620618428056,0.0440131503360366,0.4965738769109836,-0.09271590865648054,-0.048338091815266465,0.6002402630949057,-0.12531827393029227,-0.3698873974081087,0.4643293763042405,-0.31635835462098133,-0.4496102843489679,0.11395888169719086,-0.5292861236393926,0.5228684145858031,-0.1976048557014338,0.4908868949280482,-0.2732097595571679,-0.3366277665219408,-0.0020616235644055126,-0.18790930070795692,-0.003146205083756886,0.3265777812230496,0.6467563901807802,0.02078585855309599,-0.030706807683134014,-0.38595539638185805,-0.21901758472192165,0.1539317386264103,0.14129785827543465,0.4413782075191938,-0.04138352185793797,-0.19885391750187012,-0.27365418422308296,-0.68879012008622,0.21619361256834066,-0.1628548643130901,0.03679964660681345,-0.006206708099405201,0.5004299062220968,-0.7318105013621938
MICROCHIP_OVAL,-0.8586018644290404,0.04254428242206187,-0.20718562364692344,0.23908303832072733,-0.7515254980346224,-0.41550078822888925,1.0,0.6524004777670764,-0.7316565719941786,0.8704587961153705,-0.6599461202887772,-0.2555878772266107,-0.8468219501354766,0.47577824020880605,0.750566079639295,-0.24980431114640578,0.8166443442110974,0.7016296186114359,-0.8183961951068052,0.0018952626903957536,-0.32264521400350216,-0.754592312779536,0.8780761677026365,-0.7169011805718221,0.8704321037497369,-0.8284567818569836,0.8823250697613839,0.8618805243307176,-0.7268144889318708,0.8709724095252637,-0.7841495777114258,-0.26447915476399303,-0.7178312103249623,-0.8116943192533354,-0.7025628478280208,0.6837472095508984,0.7508979601180317,-0.04051994342460468,-0.7417315651443858,-0.4474382151457186,0.5725717939580881,0.04207363548339875,-0.51996501387226,0.6155672138643608,-0.6535206788745734,0.8712661769666958,-0.7100554060959594,-0.5945709973859188,-0.7868407372622785,0.2526074546646873
MICROCHIP_RECTANGLE,-0.465160736903869,-0.44192551956497217,-0.5834741240778739,0.05373003460987609,-0.5387599531882328,0.13851846258223308,0.6524004777670764,1.0,-0.8822983028170499,0.3384877266885645,-0.09397256821049979,-0.0032104631301070868,-0.5627932901836609,-0.013669192275724768,0.7559148528822012,0.3370851927527906,0.5997038330089919,0.14447159562841214,-0.6189499593224792,0.12654421269741215,-0.2540461836592524,-0.6774985280095858,0.5306321121396179,-0.5854743800081056,0.8430428409745448,-0.5551371895926037,0.6810737787821894,0.4358333666293511,-0.6866808574685908,0.7185810708095899,-0.6317101610553061,0.13205490447873758,-0.1910428794024408,-0.7587253658740248,-0.8149470449702226,0.3553960012221123,0.7172433417794504,-0.1295681243847618,-0.6689684176253522,-0.13160879739865558,0.8159876203984737,-0.14930748999736757,-0.4777560853961915,0.21274668843306407,-0.6331974122430437,0.815167015574911,-0.7819632403709399,-0.5180297921888052,-0.2542629147398266,-0.3462649224229551
MICROCHIP_SQUARE,0.5903446937271737,0.38733296154440927,0.6624678595885645,-0.05295975935206577,0.5586606001889065,-0.09379806617690656,-0.7316565719941786,-0.8822983028170499,1.0,-0.450494764019827,0.15971458339112998,0.0817754667123355,0.6566469150181604,-0.18821524286535873,-0.7544694625233167,-0.32321672129461715,-0.6669352492250347,-0.2830624280540346,0.6879812496916945,-0.10033624723309512,0.4042539017423348,0.6681182252544351,-0.6160579103923443,0.634259846079283,-0.9137680533902138,0.6354345181809151,-0.7215434138494452,-0.5693943295700248,0.7235104051965515,-0.8045050636580683,0.7609212166578944,-0.019316978045503308,0.2042591479435314,0.8793993760667139,0.9184890103606063,-0.5025740497795333,-0.6858811697065532,0.0365650061308002,0.8027321331292617,0.2279330865300877,-0.817330991435823,0.21632050963044908,0.5035056261017521,-0.26321198302594667,0.7593042493187506,-0.9141512704655098,0.8274619003372925,0.6940795654555346,0.3552353935716107,0.2890894923423079
MICROCHIP_TRIANGLE,-0.8418525444606354,0.2504965358480733,0.09492772516350596,0.23048036218811552,-0.604872579533726,-0.5933514510346928,0.8704587961153705,0.3384877266885645,-0.450494764019827,1.0,-0.7546239606054784,-0.24433993426777587,-0.7434323449795281,0.56050214462194,0.49514332017315377,-0.480696815941134,0.6458797066594416,0.8010630552645792,-0.7331709369722702,-0.1353749598646959,-0.14089926868596878,-0.6019655238857996,0.8336147596497361,-0.6273580559170178,0.6357998260781674,-0.7938637038695279,0.7375740804241284,0.856255321075568,-0.5477426711038764,0.696867230335967,-0.6498999838111098,-0.3713728687327119,-0.7911452316152932,-0.6278612418664795,-0.45753993200486087,0.5987006268928515,0.5552658216036345,0.03934955793114266,-0.5826981989922269,-0.44532630577553556,0.3059747839713914,0.09384388058351469,-0.42448721569184983,0.6660144933963354,-0.4438972648053506,0.6637247082035695,-0.4918938165633528,-0.4323787755276153,-0.8523548245067996,0.4145445174832666
