product,fv_id,family,fold,spread_p50,ic_spearman,ic_pvalue,half_life,adf_p,mean_abs_res,std_res,n_ok,res_to_spread
UV_VISOR_MAGENTA,mean_50,rolling_mean,A,15.0,0.021414514524006573,0.03223943459475538,20.911017267858426,1.2598182713037434e-26,36.463927999999996,45.733271860560116,10000,2.4309285333333333
UV_VISOR_MAGENTA,mean_50,rolling_mean,B,15.0,0.0025335155710478363,0.800030505600267,22.29332026406376,2.9546199260131386e-24,37.734016401640176,47.042939256796444,9999,2.5156010934426782
UV_VISOR_MAGENTA,mean_100,rolling_mean,A,15.0,0.023628114897029318,0.018135205570688897,37.867609783585884,4.1610958836729155e-17,48.3803695,60.74216408998525,10000,3.2253579666666665
UV_VISOR_MAGENTA,mean_100,rolling_mean,B,15.0,-0.001281219589482599,0.8980701618590888,45.17570749602696,1.4393805534293085e-14,53.71359335933593,66.89746216655325,9999,3.5809062239557288
UV_VISOR_MAGENTA,mean_200,rolling_mean,A,15.0,0.022624112288173116,0.02367159221933601,69.65678481102616,7.983575761912974e-10,66.37905549999999,81.9059132722011,10000,4.425270366666666
UV_VISOR_MAGENTA,mean_200,rolling_mean,B,15.0,0.0012433174558897117,0.901069803142379,90.05457667639357,3.070749457489277e-08,76.53153715371538,94.6228550636113,9999,5.102102476914358
UV_VISOR_MAGENTA,mean_500,rolling_mean,A,15.0,0.021935190166272264,0.028270748221929765,158.99916640771238,9.614606004341133e-05,98.03700710000003,124.53221723161795,10000,6.535800473333335
UV_VISOR_MAGENTA,mean_500,rolling_mean,B,15.0,0.0013123996496281,0.8956036066126534,234.25149091673654,0.002093004403638571,123.49757955795579,151.1851303367722,9999,8.233171970530385
UV_VISOR_MAGENTA,mean_1000,rolling_mean,A,15.0,0.016492415941495874,0.09911740427602546,297.5041111619378,0.007139667358450229,143.21103250000002,176.21367902490869,10000,9.547402166666668
UV_VISOR_MAGENTA,mean_1000,rolling_mean,B,15.0,0.003078960799812969,0.7582018585196971,474.60315322092083,0.07501948375059514,162.75701455145514,211.86814423056012,9999,10.850467636763677
UV_VISOR_MAGENTA,mean_2000,rolling_mean,A,15.0,0.01843821487263522,0.06521991543589258,477.5441936445125,0.05293117202248374,191.681462025,227.0356843184341,10000,12.778764135
UV_VISOR_MAGENTA,mean_2000,rolling_mean,B,15.0,0.002503145866666428,0.802377650178164,897.0934166619313,0.30643165257145977,246.83740736573657,290.51935859265643,9999,16.45582715771577
UV_VISOR_MAGENTA,mean_5000,rolling_mean,A,15.0,0.023182586041505266,0.02043409038133964,486.48787647797167,0.055090401768923374,225.37874230000006,229.93008008834133,10000,15.02524948666667
UV_VISOR_MAGENTA,mean_5000,rolling_mean,B,15.0,0.010442540721679274,0.29643922886103097,1193.6019221318847,0.4294243094391281,284.02973540354037,336.6385349290644,9999,18.935315693569358
UV_VISOR_MAGENTA,median_50,rolling_median,A,15.0,0.020313426363174084,0.042224746044701396,22.32541758689595,6.886870916066286e-28,37.1519,47.71077193244729,10000,2.476793333333333
UV_VISOR_MAGENTA,median_50,rolling_median,B,15.0,0.004148289541932812,0.6783189680026654,23.654060703615865,1.4142455586553212e-26,38.370012001200124,49.06153814938461,9999,2.5580008000800083
UV_VISOR_MAGENTA,median_100,rolling_median,A,15.0,0.023711810598572435,0.01772957006022931,40.975142875455504,4.0180157620794674e-18,49.2173,63.46461611725071,10000,3.2811533333333336
UV_VISOR_MAGENTA,median_100,rolling_median,B,15.0,-0.0013318785329412058,0.8940632045769628,47.334031109439735,2.3538699294943817e-15,54.51507650765077,69.38112129103219,9999,3.6343384338433844
UV_VISOR_MAGENTA,median_200,rolling_median,A,15.0,0.02201048364040058,0.027733203789331497,75.28134686266834,5.704957678574446e-10,67.55445,85.46887489020492,10000,4.50363
UV_VISOR_MAGENTA,median_200,rolling_median,B,15.0,0.001243279323107232,0.9010728217563413,94.35504309137089,5.847434456228567e-08,77.26637663766377,97.70817232135092,9999,5.151091775844251
UV_VISOR_MAGENTA,median_500,rolling_median,A,15.0,0.020501403482049065,0.040354720998919014,170.8412258239091,0.00020320808506259583,100.454625,128.80878808411862,10000,6.696974999999999
UV_VISOR_MAGENTA,median_500,rolling_median,B,15.0,0.0029044503678386582,0.771514208334865,240.05095030601285,0.0022682126476180633,123.8920892089209,154.33898717610543,9999,8.25947261392806
UV_VISOR_MAGENTA,median_1000,rolling_median,A,15.0,0.01721850886287586,0.08511241063987526,321.73850701524566,0.011856306734054127,143.448275,182.04834070995918,10000,9.563218333333333
UV_VISOR_MAGENTA,median_1000,rolling_median,B,15.0,0.003666121222462988,0.7139553133221049,502.4359876137313,0.09280015236350048,163.06548154815482,216.77844314055287,9999,10.871032103210322
UV_VISOR_MAGENTA,median_2000,rolling_median,A,15.0,0.017819503302499932,0.074770590474153,526.4570317982503,0.06987275153100111,194.037825,240.32694074675518,10000,12.935855
UV_VISOR_MAGENTA,median_2000,rolling_median,B,15.0,0.003144112962641924,0.753249875584135,912.2163206808927,0.3147951155861104,242.0398789878988,292.9131458624257,9999,16.135991932526586
UV_VISOR_MAGENTA,ewma_10,ewma,A,15.0,0.013598269129856963,0.17391861433059297,9.36174775575986,0.0,24.975339487997672,31.22204365590405,10000,1.665022632533178
UV_VISOR_MAGENTA,ewma_10,ewma,B,15.0,0.0018273281594035316,0.8550326408664062,9.829200009076056,2.0228558736951448e-30,25.425636639143146,31.679183220931286,9999,1.6950424426095432
UV_VISOR_MAGENTA,ewma_25,ewma,A,15.0,0.02269359499028299,0.023245954057323225,21.236497210689368,1.0450108701683538e-23,36.577905313375595,45.91940330604923,10000,2.4385270208917063
UV_VISOR_MAGENTA,ewma_25,ewma,B,15.0,5.4237287002353485e-05,0.9956732691883364,24.557604892145836,4.235796020755399e-22,39.626549113554894,49.281590879020925,9999,2.6417699409036595
UV_VISOR_MAGENTA,ewma_50,ewma,A,15.0,0.024660750646288428,0.013657725271836781,39.13129026825588,8.81970435499775e-16,49.34952303428262,61.72960311666545,10000,3.289968202285508
UV_VISOR_MAGENTA,ewma_50,ewma,B,15.0,-0.0006683643419220584,0.9467212243346059,49.284148641305976,1.3484548399284136e-13,56.450992029456664,69.71581462592077,9999,3.7633994686304444
UV_VISOR_MAGENTA,ewma_100,ewma,A,15.0,0.024167846864587936,0.01565608888988561,72.84508560290384,1.6124035850583765e-09,67.25792435827057,84.04071816441196,10000,4.483861623884705
UV_VISOR_MAGENTA,ewma_100,ewma,B,15.0,0.0006946990864615932,0.9446252550278407,99.51122272691777,1.7577891390268026e-07,80.58886918641733,98.99941375442744,9999,5.372591279094489
UV_VISOR_MAGENTA,ewma_200,ewma,A,15.0,0.02281408797613837,0.02252357536793274,135.18165624430134,1.4140694813804834e-05,91.88670558091572,115.63539106326694,10000,6.1257803720610475
UV_VISOR_MAGENTA,ewma_200,ewma,B,15.0,0.0020229707216873846,0.8397120039710584,199.97813245644286,0.0006454252234945914,111.94003162044768,139.43868969147408,9999,7.462668774696512
UV_VISOR_MAGENTA,ewma_500,ewma,A,15.0,0.020183987485250663,0.043554611934567736,264.9754363895066,0.0035844775063610646,135.31720118668866,166.04932386827298,10000,9.021146745779244
UV_VISOR_MAGENTA,ewma_500,ewma,B,15.0,0.0033629723264807293,0.7366903993385896,459.26940335389213,0.06601506538384547,172.62372428733153,209.09299939152456,9999,11.508248285822102
UV_VISOR_MAGENTA,ewma_1000,ewma,A,15.0,0.021584809330346382,0.03089188686386696,361.865705913158,0.01734534997114875,174.50912014262929,196.87839984606816,10000,11.633941342841952
UV_VISOR_MAGENTA,ewma_1000,ewma,B,15.0,0.00688194094549419,0.49140127229115665,703.2290322220186,0.19859969744990513,219.42838243585703,258.67610477011027,9999,14.628558829057136
UV_VISOR_MAGENTA,microprice_raw,microprice,A,15.0,0.0009810995000024475,0.9218547065815677,0.11816297987938672,0.0,9.23180793092856,11.584444703147382,10000,0.615453862061904
UV_VISOR_MAGENTA,microprice_raw,microprice,B,15.0,0.00592988080366845,0.5532550981883863,inf,0.0,9.1102761486095,11.451863967672804,9999,0.6073517432406333
UV_VISOR_MAGENTA,microprice_ewma25,microprice_ewma,A,15.0,0.02270460831222416,0.023179102111764528,21.23835568368642,1.0479539305537095e-23,36.576526763374915,45.91844261711846,10000,2.4384351175583276
UV_VISOR_MAGENTA,microprice_ewma25,microprice_ewma,B,15.0,5.7588036314248204e-05,0.9954059690417969,24.560503036908855,4.251010752591432e-22,39.62576130408918,49.281194294697436,9999,2.641717420272612
UV_VISOR_MAGENTA,microprice_ewma100,microprice_ewma,A,15.0,0.024169805196803673,0.015647665591231912,72.84438749103983,1.6120416279767902e-09,67.25678271502619,84.03912256205298,10000,4.4837855143350795
UV_VISOR_MAGENTA,microprice_ewma100,microprice_ewma,B,15.0,0.0006919988636522726,0.9448401470391873,99.51622183597706,1.7590664292492997e-07,80.59037541169002,99.00039925773689,9999,5.372691694112668
UV_VISOR_MAGENTA,rangemid_200,range_mid,A,15.0,0.023387225495918013,0.019348373300654222,61.55334867270745,1.2629083932855238e-10,65.044975,78.35999438823599,10000,4.336331666666666
UV_VISOR_MAGENTA,rangemid_200,range_mid,B,15.0,0.0020424473853256093,0.8381900178478465,83.69194289944913,3.327970625002864e-08,76.54530453045305,91.96485261817051,9999,5.103020302030203
UV_VISOR_MAGENTA,rangemid_500,range_mid,A,15.0,0.022004353059111095,0.02777663999853539,143.22543851189207,3.3592765397081516e-05,96.234875,118.92152091778584,10000,6.415658333333334
UV_VISOR_MAGENTA,rangemid_500,range_mid,B,15.0,0.0003540122793734104,0.9717647450754764,228.69626319980011,0.0026496484614871867,123.8409590959096,149.66159940388863,9999,8.256063939727307
UV_VISOR_MAGENTA,rangemid_1000,range_mid,A,15.0,0.014546097129069124,0.14580639787280714,272.8347553190438,0.004518090195255983,143.52125,169.10366451407845,10000,9.568083333333334
UV_VISOR_MAGENTA,rangemid_1000,range_mid,B,15.0,0.0017933867208070444,0.8576963136123191,446.24307761515377,0.06775798104460205,165.8705120512051,207.70390311963956,9999,11.058034136747008
UV_VISOR_MAGENTA,kalman_mle,kalman,A,15.0,0.00021790653899048744,0.98261712223255,0.1452546850070308,0.0,9.24410341927981,11.602766015099853,10000,0.6162735612853206
UV_VISOR_MAGENTA,kalman_mle,kalman,B,15.0,0.005907622943618485,0.554745536120494,0.08160600754733059,0.0,9.124613229392331,11.470441321460582,9999,0.6083075486261554
UV_VISOR_MAGENTA,linreg_200,rolling_linreg,A,15.0,0.01543147766777754,0.12281943796859503,31.567246176357184,1.5871954429959223e-19,44.37575380150755,55.92907093923571,10000,2.95838358676717
UV_VISOR_MAGENTA,linreg_200,rolling_linreg,B,15.0,0.0007602605172851977,0.9394089489154407,36.716075626457325,7.222436779822845e-17,47.69593410848622,60.28023224034664,9999,3.179728940565748
UV_VISOR_MAGENTA,linreg_500,rolling_linreg,A,15.0,0.01728364166417858,0.08393854043874097,70.11517862487801,1.2549850709685532e-09,66.87011583126254,81.5921697913573,10000,4.45800772208417
UV_VISOR_MAGENTA,linreg_500,rolling_linreg,B,15.0,0.0015149774774384055,0.8796039328477718,88.76324216692059,2.1392519723849145e-08,75.82073849990209,94.40226535587745,9999,5.0547158999934725
UV_VISOR_MAGENTA,linreg_2000,rolling_linreg,A,15.0,0.009574714053470774,0.3383786897745306,311.10763845891864,0.011291047409168283,149.21054913591794,176.86685784774306,10000,9.947369942394529
UV_VISOR_MAGENTA,linreg_2000,rolling_linreg,B,15.0,0.0007517310455472579,0.9400874424721103,384.49486082617966,0.0346879864682759,153.00089912405448,191.3219195137883,9999,10.200059941603632
UV_VISOR_MAGENTA,quad_500,rolling_quadratic,A,15.0,0.015258744554236914,0.1270665246441375,46.457843411508534,7.37316929817432e-14,53.918765962379,67.65739866719262,10000,3.5945843974919334
UV_VISOR_MAGENTA,quad_500,rolling_quadratic,B,15.0,0.005216002873476505,0.6020097674680813,58.854653118564116,1.1961040377535627e-11,59.279427852627556,76.15089155462059,9999,3.951961856841837
UV_VISOR_MAGENTA,quad_2000,rolling_quadratic,A,15.0,0.012187204418179371,0.22299098159693775,203.9978889130478,0.0014001884932501984,113.55605496691535,137.0951319440343,10000,7.570403664461024
UV_VISOR_MAGENTA,quad_2000,rolling_quadratic,B,15.0,-0.000621443839392265,0.950456508428408,243.16302427284302,0.0021614929193529515,125.08080005542186,156.7841977254072,9999,8.33872000369479
UV_VISOR_MAGENTA,ar1_dx,ar_diff,A,15.0,0.0006520109131643943,0.948020376153474,inf,0.0,9.251862422658474,11.608814966892986,10000,0.6167908281772316
UV_VISOR_MAGENTA,ar1_dx,ar_diff,B,15.0,0.005794034672232857,0.5623820935914869,0.14639292921375066,0.0,9.12588267452784,11.470772812580044,9999,0.608392178301856
UV_VISOR_MAGENTA,ar2_dx,ar_diff,A,15.0,0.0006386986749360634,0.9490801978297184,inf,0.0,9.252786875757007,11.609375950641596,10000,0.6168524583838004
