a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,0.1595613694593625,8077.442869649917,0.7959359058981421,5240.067752202578,0.978598915014451,402.6991149756532,-0.7877540912559325,-864.4342054189037
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,0.37975377733774635,5028.072384772428,0.030049333392712343,1418.1608768339975,,0.0,0.650426171570417,623.0469278336677
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,-0.2723132806594919,12236.004502586768,0.7996930958741388,4951.661841838031,,0.0,-0.4836203293180707,-531.647975410413
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MORNING_BREATH,-0.29787683547364785,12535.782530533179,0.6785491037874221,3850.8172699635247,1.5803841356562123,955.6858031258344,-0.4683116298351571,-517.6792013811719
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,-0.05694743693950954,9951.029618575558,0.17416999523040394,1651.35177158142,,0.0,1.4350796505954257,645.0285489020262
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,-0.2402173155093462,11635.247615621367,0.0890992986985219,1390.6084514464123,,0.0,,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,-0.19695689826008367,11241.553273010664,0.09402771987500302,1393.8466298683875,,0.0,,0.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,-0.6022236429897997,17850.55329270095,0.7598354548391364,8222.788465956066,1.4497788942576604,1590.5219557574346,-1.2394304498435542,-1101.9728438080347
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,-0.8147590256844146,20073.599394515117,0.33440861500515984,3420.8804184329747,1.6500462812575687,1096.6874900157745,-0.46245137770571665,-542.4051235258339
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,0.18747614483176842,7963.547642705387,0.41383648308995036,3493.4131549925683,0.6657531425004922,623.2760498437101,0.76094986338267,500.6164598497726
