a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
ROBOT_DISHES,ROBOT_IRONING,-0.4681060979408704,14091.573003487632,0.2630661333319039,750.1254909610316,1.8916959704567526,1241.200793043825,0.5841750977450269,671.9136341235499
ROBOT_DISHES,ROBOT_LAUNDRY,-0.6553976050146993,16456.12939281012,0.1588201965936168,608.5408120237761,1.3519242387910044,1084.8476695669397,0.46846141878863395,561.383406539393
ROBOT_DISHES,ROBOT_MOPPING,0.3186341359060448,6481.408048023989,0.6006015162253464,1162.6626063397282,1.3550471922914449,1048.8388130620879,0.16426727952778408,366.3270189429559
ROBOT_DISHES,ROBOT_VACUUMING,-0.713910500607763,16562.572388438617,0.10592945085298616,626.972348396271,1.4970742746131698,628.439590597849,0.9969648387852877,1456.1888098883574
ROBOT_IRONING,ROBOT_LAUNDRY,0.9251786273071083,-386.238919304163,0.08978343351916734,1620.912598965752,0.1663684777363086,116.9606791742408,,0.0
ROBOT_IRONING,ROBOT_MOPPING,-0.8192920296196006,17795.886495814688,0.13843757190329253,1453.0825808305199,,0.0,0.8158056621531243,714.6019470817955
ROBOT_IRONING,ROBOT_VACUUMING,1.1296819849606075,-1653.9711959381573,0.10912803568291168,1449.4447857860862,,0.0,,0.0
ROBOT_LAUNDRY,ROBOT_MOPPING,-0.5713325266615465,16164.67457308227,0.13780761013499176,1836.3348090535242,0.8297984221489597,497.3044910376666,0.20981783823138897,226.8620411402626
ROBOT_LAUNDRY,ROBOT_VACUUMING,0.9037273734233944,1538.4954985669876,0.0255729326373071,1131.5628184869897,1.1906409206162314,1311.7948873405458,1.6984401179746633,1614.0486719191204
ROBOT_MOPPING,ROBOT_VACUUMING,-1.1265312086209647,21426.872235689225,0.09294018460970732,1394.7384556018137,1.024264437986349,1236.5426546731833,,0.0
