fv_id,ic_abs,half_life,mean_abs_res,res_to_spread,adf_p,z_ic,z_hl,z_res,score,product
ar3_dx,0.019577290440155087,0.1456406006598627,6.457917019617652,0.37987747174221476,0.0,0.7268570070216066,1.0636011920571695,0.9907655757182057,2.781223774796982,SNACKPACK_RASPBERRY
ar1_dx,0.01953125794074975,0.14611720572789416,6.453965719184902,0.3796450423049942,0.0,0.7125373579627851,1.0635427955890044,0.9908688398368453,2.7669489933886346,SNACKPACK_RASPBERRY
ar5_dx,0.019530437275338812,0.14861262788267532,6.461608851674472,0.3800946383337925,0.0,0.7122820678779289,1.0632374376087401,0.9906690926008113,2.7661885980874805,SNACKPACK_RASPBERRY
ar2_dx,0.019413327170422767,0.14498582787048328,6.456960238574715,0.379821190504395,0.0,0.6758518147892802,1.0636814583132357,0.9907905804357185,2.7303238535382346,SNACKPACK_RASPBERRY
rangemid_200,0.021235733386604838,62.735135284747784,46.031725887588756,2.7077485816228677,5.067115967492035e-10,1.2427603640851277,0.49936620331175685,-0.04346468935888909,1.6986618780379954,SNACKPACK_RASPBERRY
linreg_500,0.020972813136956748,70.34691767624359,45.61565027762444,2.683273545742614,1.945200921881856e-09,1.1609719373419598,0.48352655087024177,-0.03259088163870826,1.6119076065734934,SNACKPACK_RASPBERRY
ewma_25,0.01802990092319995,20.989496203207487,25.59425832751912,1.5055446075011247,2.2916392712523483e-23,0.24549981098963355,0.648775664535996,0.4906523970877107,1.3849278726133403,SNACKPACK_RASPBERRY
microprice_ewma25,0.018027140119139168,20.997844889981025,25.594057175395942,1.5055327750232907,2.284369105902141e-23,0.24464098851027097,0.6487223694582172,0.4906576540397107,1.3840210120081988,SNACKPACK_RASPBERRY
ewma_50,0.018745398627989164,38.84494988542123,34.84837727045186,2.049904545320698,1.7760531702215955e-15,0.4680746476231134,0.5653176730475955,0.24880330140588314,1.2821956220765922,SNACKPACK_RASPBERRY
median_50,0.017577190494839853,21.17182953920435,25.477225722572257,1.4986603366218976,2.3296152176616872e-27,0.10467203619725272,0.6476162918039041,0.49371095186166924,1.245999279862826,SNACKPACK_RASPBERRY
mean_100,0.018486120037243856,37.99919376360511,34.103554119561956,2.0060914187977623,3.7366767533117884e-16,0.38741905698820445,0.5683299091309129,0.2682686666768991,1.2240176327960164,SNACKPACK_RASPBERRY
median_100,0.018172332725669274,41.16121440133033,34.84822110586059,2.0498953591682696,7.875504637963387e-16,0.28980706027055403,0.5573843740225048,0.24880738264423902,1.0959988169372978,SNACKPACK_RASPBERRY
mean_50,0.01671412625278902,20.085891083244512,25.105994400140013,1.4768232000082357,2.8854725934328857e-25,-0.163807347304408,0.6546669470040755,0.5034127895160874,0.9942723892157548,SNACKPACK_RASPBERRY
ewma_100,0.018905605076570034,70.71351042171885,46.94972950196199,2.7617487942330583,1.4531969620543277e-09,0.5179111794272537,0.48280699928334603,-0.06745598937760887,0.9332621893329908,SNACKPACK_RASPBERRY
microprice_ewma100,0.018902737619834874,70.716169246598,46.94894074207319,2.7617023965925407,1.4499945616780566e-09,0.5170191797602948,0.48280179396441397,-0.06743537576036528,0.9323855979643435,SNACKPACK_RASPBERRY
mean_200,0.018324814125125058,70.51895081676463,46.933984410916096,2.760822612406829,1.7239374256304855e-09,0.33724050743096623,0.48318842338038503,-0.06704450384836927,0.753384426962982,SNACKPACK_RASPBERRY
ewma_10,0.014147508975478704,9.0198366045788,17.167090350334394,1.0098288441373173,1.0113754197328653e-30,-0.9622227962628422,0.7591296804187676,0.710889781868404,0.5077966660243294,SNACKPACK_RASPBERRY
lattice_1,0.02067489358362789,,6.470422079707971,0.38061306351223356,0.0,1.0682960343051713,-1.8268528981171503,0.9904387658411183,0.23188190202913928,SNACKPACK_RASPBERRY
