a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,-0.2710791333194405,12045.519811021364,0.33194186578299956,3051.5854221557306,-0.15124995628006582,-132.17337848843454,,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,-0.18865616590307183,11287.748623838306,0.3716408209368857,3294.3019879926173,-0.10902272552091222,-93.34995013261323,,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,0.20235658930541067,7476.611670892055,0.34812922538286617,3202.1387385661255,-0.5549697325326959,-472.97364354328147,,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,-0.562587823912157,15494.123684584189,0.07735636581844134,1452.561509951439,0.5777818038031559,592.3551803950832,,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,-0.026708633609702992,10083.088829721359,0.13518477708053583,1784.7304201876736,0.9478091442512578,639.7843524075233,,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_SPACE_GRAY,-0.1067455877514918,10820.555793484154,0.1250010534772199,1728.195059485788,0.9299630886868988,628.2565561078045,,0.0
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,0.28689698919961976,6698.448165614788,0.040771586809269164,1240.0523336682509,2.1045712918976207,992.1003806036688,0.7152516146339819,297.3315561473455
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,0.029461518889378688,9806.761527834742,0.4187227092787872,3430.66506166753,-1.667578738304231,-761.7158864649537,1.8953791055867155,1511.5362954476786
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,0.0844494365807999,9167.638776565414,0.43202273960983734,3460.7671041320555,-1.7581888718765604,-680.7533483097432,1.344091424925633,1003.6599985569119
TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,-0.4409842295988632,14220.36412518147,0.36229853961115743,2674.6579003787037,0.5638558578794087,436.0153715324741,-0.17441179598333642,-97.74586737206118
