a,b,slope,intercept,adf_p,ou_hl,wf1_sharpe,wf1_pnl,wf2_sharpe,wf2_pnl
SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,0.1376632281286602,10054.418954319628,0.42426936509746854,5271.858691369673,-0.6931477609404576,-499.540069180468,0.7076032434417858,856.1560133444455
SLEEP_POD_COTTON,SLEEP_POD_NYLON,0.6935089845605991,4844.633662211595,0.26070111573423016,3539.1211513715675,-0.15795710449286662,-121.27381883311773,0.82842057417216,976.2122653741308
SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,0.7947930737083911,2116.8181347846235,0.03293351260838407,1131.6345933873356,1.3210240070976036,1423.8139506401822,1.8940799691772907,1870.5006139458146
SLEEP_POD_COTTON,SLEEP_POD_SUEDE,0.6914145659217795,3647.271465125482,0.30233662830599073,2719.295606099971,0.7218688496439253,683.5883053044709,0.5692569629449366,746.5560853829656
SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,0.4005354775093405,6841.692575671177,0.021857718020401946,1197.160663437532,,0.0,,0.0
SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,-0.016253657626094993,10893.894140448883,0.09525167335626761,1786.3151443771173,,0.0,2.1785873175690207,671.0386338640892
SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,-0.02775431327455826,11017.76929389526,0.09303716645677806,1776.5167216776333,,0.0,2.22700172090831,641.3039696045707
SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,0.16006564498742215,7741.205541192039,0.6240948340223902,4521.28909485964,1.0015739250229636,641.6757658983106,-0.6959947517096798,-456.3626909629893
SLEEP_POD_NYLON,SLEEP_POD_SUEDE,0.10757059172020025,8410.445306569105,0.684457652088291,5266.92894102937,1.4811492405504267,1060.1185638119205,-0.7905778542950206,-528.4148963340467
SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,0.9337324908812258,1198.419179163087,0.05172893404794685,1319.5801795753146,1.8955716242343317,1445.2841964960135,1.1236804347174283,1384.8696456359394
