fv_id,ic_abs,half_life,mean_abs_res,res_to_spread,adf_p,z_ic,z_hl,z_res,score,product
holt,0.016425471901034182,14.790814461090534,28.929249517761555,3.0496051118591696,3.7953349891330617e-28,2.470809605966203,0.24953477205056676,0.6359233608712515,3.3562677388880213,SLEEP_POD_LAMB_WOOL
lattice_2,0.010054970542430139,0.142912316018727,8.54866102110211,0.9014044354435442,0.0,0.5279977100112507,1.3505871850785347,0.9621765864082831,2.8407614814980686,SLEEP_POD_LAMB_WOOL
lattice_1,0.009880826818196397,0.1413047190498395,8.538510381038105,0.9003477047704771,0.0,0.4748890957904462,1.3511773972587147,0.9623370750415831,2.788403568090744,SLEEP_POD_LAMB_WOOL
ewma_10,0.013876398477507393,10.729353789230727,24.667928186867783,2.6011125887951216,2.8228059465060822e-30,1.6934186453314084,0.37421070398304274,0.7040371706681241,2.7716665199825754,SLEEP_POD_LAMB_WOOL
kalman_mle,0.0098227363092171,0.16333187770258792,8.533492608151251,0.8997999345465646,0.0,0.4571732323859707,1.3431617696184024,0.9624202664325768,2.76275526843695,SLEEP_POD_LAMB_WOOL
markov_50,0.009787295634453299,0.14019387119163274,8.552468202438169,0.9018667080010218,0.0,0.44636488926572493,1.3515857191789082,0.9621063797862436,2.7600569882308768,SLEEP_POD_LAMB_WOOL
ofi_lag1,0.009668146671359247,0.14075446383927087,8.532679532900517,0.8997142211449008,0.0,0.410028028183798,1.3513796086197873,0.9624332839658415,2.723840920769427,SLEEP_POD_LAMB_WOOL
markov_10,0.00963631821301618,0.13166844911799974,8.537715159566224,0.9002421027868601,0.0,0.4003213027601705,1.3547327732333074,0.962353113109235,2.717407189102713,SLEEP_POD_LAMB_WOOL
mid_anchor,0.009619269639783603,0.14125941405738712,8.531660236023601,0.8996026902690268,0.0,0.3951219991228553,1.3511940425483773,0.9624502224708892,2.7087662641421217,SLEEP_POD_LAMB_WOOL
microprice_raw,0.009619983445202774,0.1448503138485866,8.527165713185582,0.8991425115015143,0.0,0.3953396883723664,1.3498767723859775,0.9625201111032097,2.7077365718615534,SLEEP_POD_LAMB_WOOL
ar1_dx,0.00963407933617738,0.16253080408286774,8.533997391515403,0.8998557736838145,0.0,0.3996385124566843,1.3434506091687635,0.9624117859871328,2.7055009076125804,SLEEP_POD_LAMB_WOOL
markov_20,0.009570496139633265,0.13614094072101954,8.543139457016647,0.9008522682663109,0.0,0.38024754404225836,1.353078863392658,0.9622604455768355,2.695586853011752,SLEEP_POD_LAMB_WOOL
ar2_dx,0.009597085289285316,0.16369453366978307,8.53458268182257,0.8999181085430488,0.0,0.38835643741492254,1.3430310737669882,0.9624023190182822,2.693789830200193,SLEEP_POD_LAMB_WOOL
