fv_id,ic_abs,half_life,mean_abs_res,res_to_spread,adf_p,z_ic,z_hl,z_res,score,product
ofi_lag1,0.00967771084119376,0.14994246433279307,8.197472460867083,0.9108302734296759,0.0,0.7549525923736111,1.3377159216220056,0.8441681986043567,2.9368367125999733,TRANSLATOR_GRAPHITE_MIST
ar5_dx,0.009657048095664207,0.15158318840084659,8.2059451445011,0.9117716827223444,0.0,0.7458965861795405,1.3371135778507013,0.8440528808470769,2.9270630448773183,TRANSLATOR_GRAPHITE_MIST
kalman_mle,0.009660035910558896,0.15871279991466475,8.198089980341239,0.9108988867045822,0.0,0.7472060767384957,1.3345060783011824,0.8441597938339307,2.925871948873609,TRANSLATOR_GRAPHITE_MIST
ar3_dx,0.009595549098085635,0.15066416977865485,8.204909352762384,0.911656594751376,0.0,0.7189429898046475,1.337450862808207,0.8440669785268059,2.9004608311396605,TRANSLATOR_GRAPHITE_MIST
mid_anchor,0.009575957529811906,0.15022702464701876,8.197672274727474,0.9108524749697191,0.0,0.7103564559684399,1.3376113920633326,0.8441654790308133,2.892133327062586,TRANSLATOR_GRAPHITE_MIST
microprice_raw,0.009546246023304304,0.15241883718889807,8.194922940569361,0.9105469933965956,0.0,0.6973345859278308,1.3368071236552617,0.8442028989396427,2.8783446085227355,TRANSLATOR_GRAPHITE_MIST
ar2_dx,0.00949966606205455,0.1510442074484408,8.20240427384948,0.9113782526499421,0.0,0.6769196600897307,1.3373113542105102,0.8441010739910677,2.8583320882913084,TRANSLATOR_GRAPHITE_MIST
lattice_1,0.009483913668100854,0.1514641192701597,8.21104790979098,0.9123386566434422,0.0,0.6700157480702909,1.3371572617045504,0.8439834294814208,2.851156439256262,TRANSLATOR_GRAPHITE_MIST
lattice_2,0.009351944121898883,0.14872430851582613,8.21199790479048,0.9124442116433866,0.0,0.6121765308121365,1.3381636880072814,0.8439704995412151,2.794310718360633,TRANSLATOR_GRAPHITE_MIST
markov_10,0.009315246356420082,0.15722549860159196,8.203772955859348,0.9115303284288163,0.0,0.5960927441241936,1.335048699376371,0.8440824454966467,2.7752238889972114,TRANSLATOR_GRAPHITE_MIST
ar1_dx,0.00923795571149257,0.15108492831540798,8.200505182494812,0.9111672424994235,0.0,0.5622180318694172,1.3372964086586556,0.844126921640449,2.743641362168522,TRANSLATOR_GRAPHITE_MIST
markov_50,0.009250214110351592,0.16973265356324593,8.21415143565341,0.9126834928503789,0.0,0.567590606188639,1.3305072052052616,0.8439411888339974,2.742039000227898,TRANSLATOR_GRAPHITE_MIST
lattice_5,0.008958646830960607,0.14370350214931935,8.29775201020102,0.9219724455778913,0.0,0.43980337266845393,1.3400142477904953,0.8428033402867637,2.6226209607457127,TRANSLATOR_GRAPHITE_MIST
markov_20,0.008942878485196757,0.1624075518205419,8.206185862917458,0.911798429213051,0.0,0.43289246933745995,1.3331611082610404,0.844049604540642,2.6101031821391425,TRANSLATOR_GRAPHITE_MIST
holt,0.010197305767603988,13.271309421213761,26.276452618247568,2.919605846471952,8.278040718301017e-28,0.9826790997367689,0.2737116934453005,0.5981036061197069,1.8544943993017764,TRANSLATOR_GRAPHITE_MIST
ewma_10,0.008520672095776375,9.740247055073887,22.63742963297277,2.5152699592191965,4.436942095459777e-30,0.24784911813813912,0.3937997533383613,0.6476326558846278,1.2892815273611282,TRANSLATOR_GRAPHITE_MIST
mean_50,0.008421269541685705,22.42068581347035,33.859427147864785,3.762158571984976,7.27745052385881e-26,0.20428326459442386,0.06443398493992325,0.49489526575931253,0.7636125152936597,TRANSLATOR_GRAPHITE_MIST
median_50,0.008395127817378077,23.824207624565574,34.4553823769877,3.8283758196652995,6.12554408201597e-23,0.192825947999445,0.03984644952842813,0.4867839962453981,0.7194563937732712,TRANSLATOR_GRAPHITE_MIST
linreg_200,0.00766857780799662,36.84211143447738,42.95356763419243,4.772618626021382,3.744272405738467e-18,-0.12560421298037902,-0.1382677634626203,0.37111914823020287,0.10724717178720355,TRANSLATOR_GRAPHITE_MIST
microprice_ewma25,0.0063806169301963795,24.106637875858084,34.936477276111866,3.881830808456874,2.0879250105067558e-20,-0.6900878470839745,0.03506706971109942,0.4802360372748748,-0.17478474009800032,TRANSLATOR_GRAPHITE_MIST
ewma_25,0.006376728371353585,24.102622657151745,34.93519978107382,3.881688864563757,2.0886665494572952e-20,-0.6917921130013953,0.03513463910181899,0.4802534246658229,-0.1764040492337534,TRANSLATOR_GRAPHITE_MIST
linreg_2000,0.010877840173323085,279.44733502915096,119.48987747973266,13.276653053303628,0.010842240728067817,1.2809416798307796,-0.9844572821221746,-0.6705809769139411,-0.37409657920533623,TRANSLATOR_GRAPHITE_MIST
rangemid_500,0.009329555319606024,179.057990958552,101.36309449069907,11.262566054522118,0.0007000134872733102,0.602364033632032,-0.7972584136998502,-0.4238657623152153,-0.6187601423830336,TRANSLATOR_GRAPHITE_MIST
