fv_id,ic_abs,half_life,mean_abs_res,res_to_spread,adf_p,z_ic,z_hl,z_res,score,product
median_100,0.01619298666326078,46.2985057553727,50.6039452870287,3.61456752050205,8.746556005131422e-17,1.6529751291553756,0.5211172377625862,0.3058038154386501,2.4798961823566117,GALAXY_SOUNDS_SOLAR_FLAMES
mean_100,0.015314521119453094,43.382731507841676,50.01506371424643,3.572504551017602,1.1267212886997075e-13,1.389006009832105,0.5303691231677399,0.3138229483837901,2.233198081383635,GALAXY_SOUNDS_SOLAR_FLAMES
microprice_ewma25,0.014423342491077162,23.733840623791657,37.25092027406133,2.6607800195758093,2.808081308970311e-21,1.1212167500821346,0.6153844350965559,0.48763949810885016,2.2242406832875408,GALAXY_SOUNDS_SOLAR_FLAMES
ewma_25,0.014420408226960712,23.730023332410187,37.25109743470871,2.6607926739077654,2.79077496769715e-21,1.1203350363710607,0.6154068779255747,0.48763708561226393,2.223378999908899,GALAXY_SOUNDS_SOLAR_FLAMES
ewma_50,0.014952399021294704,46.491790503871364,51.58649832640907,3.6847498804577907,1.4892875051212896e-12,1.2801923494533074,0.5205242514964346,0.29242383580842346,2.0931404367581656,GALAXY_SOUNDS_SOLAR_FLAMES
mean_50,0.013148770068408465,21.9983333937623,36.07142763341334,2.57653054524381,5.81428221173135e-25,0.7382219220012749,0.6259627630617013,0.5037013155104071,1.8678860005733833,GALAXY_SOUNDS_SOLAR_FLAMES
microprice_ewma100,0.01535271420539839,89.46369244102812,71.31371205864211,5.093836575617294,6.611840248636818e-07,1.4004826071013823,0.42682626011432023,0.02378722554984675,1.8510960927655493,GALAXY_SOUNDS_SOLAR_FLAMES
ewma_100,0.015351659184622175,89.45959765875857,71.31345351660946,5.0938181083292475,6.604640662735173e-07,1.400165585099634,0.4268328419443764,0.023790746262715927,1.850789173306726,GALAXY_SOUNDS_SOLAR_FLAMES
mean_200,0.014363498294356004,86.37663468928481,69.9086276860061,4.993473406143293,2.5133177324117446e-07,1.1032342349835675,0.4318748310082425,0.04292105296793243,1.5780301189597425,GALAXY_SOUNDS_SOLAR_FLAMES
median_200,0.013981413640675368,94.14027965114391,70.65967130463046,5.047119378902176,5.728153811380574e-09,0.9884220488369766,0.4194972717810516,0.03269366786417989,1.440612988482208,GALAXY_SOUNDS_SOLAR_FLAMES
rangemid_200,0.013389347786356273,76.0623924128057,69.25999549329933,4.947142535235667,9.909160506921009e-08,0.8105128488146636,0.4501395617936603,0.0517538438485131,1.312406254456837,GALAXY_SOUNDS_SOLAR_FLAMES
median_50,0.01086670903610567,23.35264760466675,36.562930480548054,2.6116378914677183,1.2173195737813426e-24,0.05248797923572942,0.6176428411733696,0.4970082436666641,1.167139064075763,GALAXY_SOUNDS_SOLAR_FLAMES
linreg_2000,0.015529041539149845,250.65645677406314,115.89474469777394,8.278196049840995,0.00746201626551794,1.4534670085171104,0.2780596938270963,-0.583297872860941,1.1482288294832657,GALAXY_SOUNDS_SOLAR_FLAMES
ewma_200,0.014617421422356926,173.41717707701875,100.30908681973943,7.164934772838531,0.0008076903133513455,1.1795353089946017,0.33136745375436794,-0.3710591675964479,1.1398435951525216,GALAXY_SOUNDS_SOLAR_FLAMES
kalman_mle,0.007606045761919204,0.15320602320407556,8.849235090877494,0.6320882207769638,0.0,-0.9273050461867478,1.0611428677111898,0.874401284988831,1.008239106513273,GALAXY_SOUNDS_SOLAR_FLAMES
ar1_dx,0.007604817356724367,0.18477801376823325,8.849947483097802,0.6321391059355572,0.0,-0.927674168276668,1.0572155399203853,0.8743915839416464,1.0039329555853636,GALAXY_SOUNDS_SOLAR_FLAMES
ewma_10,0.00936466771108108,9.668924974938022,24.31403136647691,1.7367165261769222,1.0612748300593497e-30,-0.39885872246336435,0.7376466272454961,0.6638084204208136,1.0025963252029453,GALAXY_SOUNDS_SOLAR_FLAMES
ar2_dx,0.007546331474892892,0.18456692940038844,8.851016805688776,0.6322154861206268,0.0,-0.9452485248678003,1.0572414481721126,0.8743770223720294,0.9863699456763417,GALAXY_SOUNDS_SOLAR_FLAMES
median_500,0.014511779387662588,211.12874416111293,107.55197219846985,7.682283728462132,0.0030876125009262866,1.1477910532769438,0.3029053233678128,-0.4696896281897951,0.9810067484549614,GALAXY_SOUNDS_SOLAR_FLAMES
