product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,5.640856674352586e-05,0.0015892753719059251,0.0021450428348597397,0.010298439273948311,0.0018539868952712596,0.0015637045092744965,-0.005198007858534972,0.017192793073961616,0.0078428897644723,0.012793695283048885,0.021647516027867644,0.016325995443109313,0.008023714723917257,0.0020855927754274586,0.0023595065501973147,0.002805431686738927,0.0017129843258887239,-0.008770572569754043,0.005195407546072839,0.0013491135657632096,0.0002698686153464433,0.0022837262188362003,-0.00020012440607031296,-0.004493082562542809,-0.0004856408897451106,0.001707892549492092,0.0008643565065845712,0.003714076500916086,0.002219051833955977,0.007885387137637836,0.0030609726077992856,0.0042733640777865125,0.009589052290199001,0.004058409049366572,0.01905089352677161,0.015883348671138664,0.012321090874598328,0.009576001749912988,0.006815341439327455,0.012844396643962466,0.001468171538070538,0.015195878552628227,0.0009150928982803111,0.014134861204495119,0.00576943429419603,0.01396778461591844,0.0025991996461901027,0.0020202208946009394,-0.0009594658558953679
GALAXY_SOUNDS_DARK_MATTER,5.640856674352586e-05,1.0,0.006477868740506605,0.004291946194961757,-0.0011045967404855208,0.003992306958947688,-0.003343172398542803,0.002938163765686621,0.0014301872962017405,0.0005087081550012897,0.0039005492174856455,0.012491575206145276,0.014160400285774385,0.008306469839731528,0.0059882438051476194,0.008383614206827757,0.007389530876950044,0.0016044435989100894,0.018171537296764857,-0.002371629153819922,0.007046420954490342,0.0021974026046404065,0.004572898130582475,-0.00827243678700634,0.0013638474518325222,0.0037967632508883603,-0.0028705017551563998,0.0059559614071425125,0.006794601419529433,0.008438670855864085,0.008404274879204188,-0.0012553037974094286,0.0005184485897371412,0.002557290203656512,0.010811407922643606,0.017636494203630688,0.012291114750831465,0.012201724571070022,0.010831620091173277,0.012206104968805798,0.006394470305686869,0.0017251673787651923,-0.0032987276688376957,0.00026813578093109395,0.00758626623462324,0.008823069260260054,0.0017041155199843498,0.0036923284948132914,0.016380707778700983,0.017093909919652008
GALAXY_SOUNDS_PLANETARY_RINGS,0.0015892753719059251,0.006477868740506605,1.0,0.013669796880135096,-9.623858945618339e-06,0.005879041919227882,5.6788497922864736e-05,0.0007063977094185873,0.0038431584854510706,-0.006593824673872113,0.012104363315449345,0.005918779766974536,0.00864617262611278,0.008255819937562735,0.004586743358609435,-0.0032624930889393897,0.0019045433104939856,0.0027594202091402987,0.008148679520664764,0.004904702183500731,0.001600086613963127,0.0029179180141655848,-0.009268651351213684,-0.002447629588959223,0.011799993330942163,-0.001115950270701118,-0.002719314528968482,0.007500201951235334,-0.00251820137791485,0.006333382326393965,0.009609195864964969,0.005038735701176374,0.007035404146105575,0.010916244199754595,-0.005979362212967406,0.015306864795156767,0.02584137587388224,0.0016441778033564692,0.02024891720472745,0.009316130088651274,0.0008024180960647954,0.00781016576643929,0.004996753014931377,0.006053980162019078,0.010296517385102335,0.000538934776018094,0.0038362003234466598,-0.0015953092014936634,0.009496606012385961,0.005351092379507634
GALAXY_SOUNDS_SOLAR_FLAMES,0.0021450428348597397,0.004291946194961757,0.013669796880135096,1.0,0.004190327678297763,-0.0031375564694539975,0.0004914733083643165,-0.0035589551620438704,0.003088311251938228,-0.00258776545259357,0.0037962935736420658,0.010827120040214595,-0.0029096156180294743,-0.0019296481763863664,0.008421632545967622,0.009137361472761845,0.0034705984111944037,0.01034475546625275,0.014791793706613475,-5.4951359290942887e-05,0.0004279820918928834,0.009316619081231261,-0.009499392503595765,-0.0013913301101696716,0.0028129696002742624,0.0004048173282202688,0.00432068937322596,0.0021009971710929747,0.0037937632627365507,0.007325022967697728,0.0011550565541485526,0.008470450220413964,0.006311184937719509,0.004879119462402825,0.00760323478456409,0.014668993181936462,0.015425630151035813,0.00967366811046486,0.0137114254354884,0.0100521964288114,0.0032574646624517474,0.010095817218790479,0.0032254512396411575,0.0029211244626658286,0.01183987665609367,-0.0003936728712228607,0.007649111577258377,-0.005696490534323186,0.01012592908549089,0.002397620285730894
GALAXY_SOUNDS_SOLAR_WINDS,0.010298439273948311,-0.0011045967404855208,-9.623858945618339e-06,0.004190327678297763,1.0,0.008193294572742251,0.007041779640823853,-0.005430213665004187,-0.0036981586314521037,-0.0032516760681194842,0.001282270814312161,0.007050853988493407,0.008595134689593227,0.0064712840316573615,0.012885212229523834,0.0018320823465516754,-0.0004875508084149418,-0.008315519074534145,0.008460761777448837,0.0092681097179369,0.003776278923105161,-0.0035504192848486178,-0.017779707985417472,0.009486243585617152,-0.003507426573367475,0.0005419619208704083,0.0012484780153531416,0.012789397680126111,0.0028069089136415113,0.0030054479362018626,-0.0016573812308615281,0.00546835899204549,0.005108992106422099,0.011184551494336257,-0.0030572348698927275,0.020180151055259596,0.014057436597622572,0.013475284974347686,0.0103418215326279,0.009257450062246866,0.013546365805460942,-0.0053209798651978795,0.022096043418445878,-0.00045423040345080073,0.011734400560585428,-0.006734231617718766,0.0020373245659322187,-0.003223887127094517,0.0047526430039441115,0.018573868680527794
MICROCHIP_CIRCLE,0.0018539868952712596,0.003992306958947688,0.005879041919227882,-0.0031375564694539975,0.008193294572742251,1.0,0.012610835283255893,0.009489781602619426,0.007532962943435006,0.003121848304692162,0.0003782249420679977,0.000987550944756744,0.0013663087821450509,0.003049663935849408,-0.0012542916380131736,-0.0029120314258254147,-0.006628007371255649,0.005371847556646597,0.0044115892618847045,0.003329170857683824,0.0016391734171025635,-0.00841574181522,0.0034346123274432297,0.0049961751487424,-0.00804546946379015,0.0016602795070129932,-0.009814556085686077,0.003960790998673023,5.212798229249535e-05,0.00033051090198194384,-0.004664820804253383,-0.006908006713206088,0.00035476617699116837,-0.01080215300477186,-0.004998027123799708,0.0008952236643454769,-0.004722116490879862,0.008856969545584133,-0.008282393482026222,0.0008894998802131096,-0.004699230205171839,-0.007507445364522067,-0.004020660134455144,0.0036366819104487716,-0.0027293406964589754,0.0058872267763672385,0.0017386102092602123,-0.003063382763098647,-0.005831831954378892,-0.0015713984591361238
MICROCHIP_OVAL,0.0015637045092744965,-0.003343172398542803,5.6788497922864736e-05,0.0004914733083643165,0.007041779640823853,0.012610835283255893,1.0,0.003417205420889697,0.005091578601633057,0.0019009375681978428,-0.010893099436339718,0.005970450037135755,0.006464508170168243,0.004019624683884559,-0.010379320368760244,-0.003207173053385496,-0.005319090400127835,0.004776093587209274,-0.0022068089279948895,-0.004873648615247999,-0.0017830537369544412,0.005057061696325959,-0.006543606482371509,0.0028340329118641647,-0.002187644771361072,-0.005522385295087605,0.017665758744429452,0.01234205070047068,0.00891862590792637,-0.002208708072607402,-0.008834994615078362,0.008426675548137072,0.005791374723099647,0.0020460425586135613,0.0017890730384381387,0.0017694220424139646,-0.001154246418328934,-0.00034414908175017025,-0.001038799061807547,-0.0021152650082216225,-0.0018972630373970286,-0.0047141712740487035,-0.0011839220680419675,0.004106079586392524,-0.00028744020035056695,0.0011601252401765895,-0.004262535961737147,-0.003206374452608895,-0.0012878611920049607,-0.012474314694734949
MICROCHIP_RECTANGLE,-0.005198007858534972,0.002938163765686621,0.0007063977094185873,-0.0035589551620438704,-0.005430213665004187,0.009489781602619426,0.003417205420889697,1.0,0.006099275941479037,0.006057060041678746,0.002791730217217769,-0.007853812976462244,0.00027732130233310947,-0.01189784281107076,-0.004047261379339336,-0.004966573806820385,-0.0019477358469687908,0.004256761530451623,-0.0033305388016271515,-0.006501106462366368,-0.006144287734184034,0.004661446619247754,-0.004279924463199496,0.0024470985437712307,0.0019433543751156486,-0.00458721896101321,-0.005886303410842257,-0.0026670466251541795,-0.009306689839794434,0.008123776666646699,-0.005778787752308844,0.00046437430830411106,-0.0007895391623880414,0.009440508433010092,-0.0006127404549091836,0.001322204553370736,-0.006426369290725141,0.003753527243512142,-0.006165181574448643,-0.002834839589171027,-0.00287733417485865,-0.004502674365575028,-0.0034642339303710286,-0.0040274312771671665,0.005435173866311446,0.006503923015695027,-0.0012128112473482732,-0.0009204707011779982,-0.004191346634559898,-0.003967134850842269
MICROCHIP_SQUARE,0.017192793073961616,0.0014301872962017405,0.0038431584854510706,0.003088311251938228,-0.0036981586314521037,0.007532962943435006,0.005091578601633057,0.006099275941479037,1.0,0.0075535963506610645,0.002817038052121039,-0.0030671271079041602,0.00990539467878885,-0.0014355401125204404,-0.0011798185041865285,-0.001346336861365411,-0.003104189267486624,-0.0016651266811372543,-0.0016777198766474261,0.005990411443857763,0.0031353194122845382,0.001621444787720576,-0.004984098833342357,-0.004056812214693286,0.00866037118226703,-0.002665942456673496,-0.003436760978574098,-0.0005580541433164915,0.003415117411358159,-0.004834257218209629,-0.0032193574466912104,-0.003218527729484368,-0.012139853989242395,0.009450603871303675,-0.0011744622472567167,0.007205600875372691,0.0007457644595329788,-0.000694270279080276,0.0035219900843682303,-0.00691704509298797,0.001909263044808193,0.0008244207744915455,0.002849719475128064,0.01191918727408204,-0.001940125748835006,0.0027080930168160945,0.0026033330933973326,-0.008207052136816172,0.009893028067824914,0.008069112333149692
MICROCHIP_TRIANGLE,0.0078428897644723,0.0005087081550012897,-0.006593824673872113,-0.00258776545259357,-0.0032516760681194842,0.003121848304692162,0.0019009375681978428,0.006057060041678746,0.0075535963506610645,1.0,-0.005485806406304834,0.0021281059480623686,-0.0017499398009221696,0.00023741210603674633,-0.0032680827513233953,0.0041466580487628715,-0.002195991790635903,0.006009568180237059,0.004056937485483145,-0.0008524940341377191,0.004841652669729965,-0.006702022165447551,0.0019118936637571619,0.0020074458872384147,-0.0046096221319193754,-0.008946308176661541,0.004515264399168472,-0.0031205360459685577,-0.0005611818901276609,-0.00817125632373584,-0.008891390262075553,0.000624837657097256,-0.00047506634830379326,0.0013710352816087817,0.0014180894307457474,-0.00980992382576154,-0.0004514704719090587,-0.0014068978729510197,0.001148675151594322,0.007856478586821782,-0.0008645142469800419,-0.008035959019418669,0.0014883930900584019,-0.009146888377656232,-0.0034929150711865728,-0.0009919336625504654,-0.0015707355000895318,-0.0024676237069770584,0.003643491316135901,-0.004366614806688202
