bin,mean_ret,vol,mean_mid
0,-0.617056856187291,11.829734889271517,9032.996666666666
1,0.715,11.328093130793597,9060.361666666666
2,-0.165,13.87998998823769,9089.2
3,0.36666666666666664,13.90738196544067,9075.723333333333
4,-0.865,13.684486064988935,9075.021666666667
5,-1.0716666666666668,13.852086421051398,8986.185
6,0.375,13.306342001398962,8910.525
7,0.37166666666666665,13.45521608976595,8995.353333333333
8,-0.105,13.758663126800851,8958.93
9,-1.7466666666666666,13.814677215826672,8889.688333333334
10,0.8616666666666667,13.952800172884192,8861.531666666666
11,-0.008333333333333333,13.581997868842903,8911.658333333333
12,0.5116666666666667,13.991541779235385,8908.86
13,1.8016666666666667,12.844640120362564,9011.205
14,0.77,14.15178469428661,9167.308333333332
15,-0.17333333333333334,14.269384710711831,9227.755
16,-1.0783333333333334,13.99102784248485,9103.05
17,-0.4216666666666667,12.789903674731825,9086.393333333333
18,0.3233333333333333,13.16325795877245,9041.35
19,-0.755,12.997007952565996,9041.395
20,1.2216666666666667,12.831426873406587,9037.003333333334
21,0.9266666666666666,15.354385238177514,9188.533333333333
22,-0.13833333333333334,14.098495990217396,9184.39
23,-0.5,14.617932360231197,9200.371666666666
24,0.19833333333333333,13.049231344585163,9125.588333333333
25,-0.8433333333333334,13.763365248566226,9117.41
26,0.265,13.936211883874353,9140.226666666667
27,-1.6983333333333333,13.46703508580228,9017.556666666667
28,0.12166666666666667,13.876703748078242,8927.528333333334
29,0.155,13.98297370060123,8920.988333333333
30,0.9183333333333333,13.23112641625921,9014.615
31,-1.3266666666666667,13.54053578161018,9004.431666666667
32,-0.29333333333333333,13.52004416423624,8915.635
33,-0.12166666666666667,13.246354855029873,8867.805
34,0.24166666666666667,13.2271421018613,8892.145
35,-0.65,12.786679157607681,8862.426666666666
36,-0.71,13.753354105958287,8804.598333333333
37,-0.5333333333333333,13.669004884677843,8721.443333333333
38,-1.6116666666666666,12.312474187761905,8660.43
39,1.275,12.790708178950199,8644.803333333333
40,0.775,12.253668142362262,8744.321666666667
41,-0.35333333333333333,12.143105269004963,8717.626666666667
42,-0.8033333333333333,13.013614772757592,8702.136666666667
43,1.7883333333333333,13.021375424613103,8748.823333333334
44,-1.3866666666666667,12.612722072673176,8740.096666666666
45,1.8766666666666667,12.00417105138844,8765.265
46,-0.795,14.372917036814659,8881.98
47,0.38,13.255109445847838,8884.835
48,-0.95,13.824902401876281,8756.79
49,0.08166666666666667,13.192712233494987,8737.513333333334
50,-0.07166666666666667,13.339057891783689,8739.865
51,-0.7316666666666667,13.263114184905,8674.358333333334
52,-0.30833333333333335,13.106870873803713,8649.531666666666
53,-0.365,13.400604301753484,8597.443333333333
54,0.7016666666666667,13.323232552238421,8654.053333333333
55,0.19666666666666666,13.679488913894904,8670.268333333333
56,0.4266666666666667,12.667524467815248,8740.101666666667
57,0.185,12.844839743132487,8725.306666666667
58,-0.835,13.767974873125802,8675.328333333333
59,-0.56,12.829395072505227,8621.775
60,-0.9266666666666666,13.1692591608275,8544.776666666667
61,0.24333333333333335,12.054743673716954,8531.963333333333
62,-0.38666666666666666,12.971108449302532,8525.606666666667
63,-0.18,12.565517928150665,8479.248333333333
64,0.6966666666666667,12.203390157109801,8483.195
65,-0.5283333333333333,12.328761430774199,8491.7
66,-0.6633333333333333,12.382490694858191,8442.97
67,0.18666666666666668,12.490203072737298,8431.928333333333
68,-1.24,12.77273957513346,8410.451666666666
69,0.285,12.642417122621014,8302.533333333333
70,-1.9883333333333333,12.430638215461872,8217.408333333333
71,0.6866666666666666,11.323318744085414,8187.003333333333
72,1.51,12.766028026442147,8328.376666666667
73,0.07,12.733442918624677,8368.568333333333
74,-0.13333333333333333,12.836203330503492,8406.318333333333
75,0.63,13.083974982313007,8403.85
76,0.016666666666666666,12.570193106631875,8431.911666666667
77,0.78,13.342914896169482,8471.781666666666
78,-1.3083333333333333,12.799355800922857,8424.47
79,0.8066666666666666,12.61419896813035,8408.366666666667
80,0.2816666666666667,13.184559374836319,8492.243333333334
81,-1.3583333333333334,12.58127147238153,8414.895
82,0.5816666666666667,12.67384122488261,8388.296666666667
83,0.745,12.477503837173883,8475.841666666667
84,-0.03,12.845783244208606,8475.116666666667
85,-0.05,12.91129370035096,8471.663333333334
86,0.5883333333333334,12.34670675854472,8509.836666666666
87,-0.44166666666666665,12.653833235059297,8469.691666666668
88,0.9016666666666666,12.46598705812473,8535.028333333334
89,0.7333333333333333,12.49537261060329,8611.473333333333
90,0.5083333333333333,13.480225721672706,8683.166666666666
91,-0.4816666666666667,12.742385642483175,8709.373333333333
92,0.29333333333333333,12.808100836802778,8698.53
93,-0.69,13.643841640671408,8665.666666666666
94,-1.7683333333333333,12.820362822422407,8532.733333333334
95,-0.18666666666666668,13.204279567063583,8419.405
96,0.6366666666666667,12.588934019794447,8459.865
97,0.7916666666666666,13.168540748327308,8525.966666666667
98,0.7716666666666666,13.08527589978397,8618.89
99,0.2833333333333333,13.142061029988483,8683.981666666667
