bin,mean_ret,vol,mean_mid
0,0.9899665551839465,9.82915637781538,9995.215
1,-0.265,10.910809359051479,10037.226666666667
2,0.19833333333333333,10.424910539411744,10063.805
3,0.5483333333333333,8.951289432099317,10079.425
4,0.041666666666666664,10.102771096833068,10129.366666666667
5,-0.7333333333333333,10.334403152445708,10098.825
6,0.865,10.685654826146367,10093.008333333333
7,0.31333333333333335,9.951310675958908,10159.098333333333
8,0.5533333333333333,10.290942646687602,10197.138333333334
9,1.5283333333333333,10.190166610055558,10328.413333333334
10,-1.21,10.467703156115409,10308.285
11,-1.105,10.373048835345772,10198.211666666666
12,-0.285,10.31354314679503,10099.69
13,0.03166666666666667,9.244803144080368,10119.47
14,0.33166666666666667,9.9253483071856,10146.643333333333
15,-0.03833333333333333,10.457240401348445,10145.666666666666
16,0.6383333333333333,10.029723245608556,10190.57
17,-0.555,10.301450120344214,10217.63
18,0.25333333333333335,9.514510422726406,10170.418333333333
19,0.24666666666666667,10.293802185473925,10221.543333333333
20,-0.5216666666666666,9.566368970154382,10191.711666666666
21,0.17333333333333334,9.670661535662735,10143.741666666667
22,-0.97,10.051660872095983,10164.358333333334
23,-0.6483333333333333,10.577417916872848,10034.526666666667
24,0.1,9.713022668796178,10012.005
25,-0.028333333333333332,9.861076682256016,10013.771666666667
26,0.5,9.395971527013845,10040.848333333333
27,-0.37,9.95439937362532,10048.638333333334
28,-0.39,10.247011147558784,10000.333333333334
29,0.155,10.614803586687158,10011.756666666666
30,0.145,10.954213388915688,10011.395
31,-0.5866666666666667,9.400463709238924,10002.788333333334
32,-0.42833333333333334,9.849147997490807,9931.996666666666
33,0.22666666666666666,9.687696342455947,9932.53
34,0.3433333333333333,10.142815746120737,9971.33
35,0.013333333333333334,9.679642235204813,9975.283333333333
36,-0.8833333333333333,10.507827416372193,9938.541666666666
37,0.21333333333333335,9.834899068513531,9922.441666666668
38,-0.20166666666666666,10.258946526569163,9891.1
39,-0.905,10.437189504323658,9858.48
40,-0.22,9.959865951200664,9825.396666666667
41,0.08333333333333333,9.612633943235558,9763.601666666667
42,0.24666666666666667,11.1161015920257,9808.271666666667
43,0.04833333333333333,10.126713764153331,9835.875
44,-0.8816666666666667,9.899587702415438,9754.59
45,0.2733333333333333,9.649126438473118,9744.178333333333
46,-0.49,9.779418357518573,9766.281666666666
47,-0.3383333333333333,10.760063216525934,9703.145
48,0.43666666666666665,10.307122690129718,9674.151666666667
49,-0.6516666666666666,9.5831773531972,9692.978333333333
50,-1.2633333333333334,9.599975032483325,9612.323333333334
51,0.23833333333333334,9.471698587687897,9554.251666666667
52,0.405,10.085759771441325,9587.753333333334
53,-0.07166666666666667,9.59806090482158,9589.323333333334
54,-0.835,9.454535196716606,9541.31
55,0.075,9.375136565337547,9514.471666666666
56,0.5316666666666666,9.7495303319974,9529.951666666666
57,-0.18833333333333332,9.972891209967234,9573.481666666667
58,-0.36833333333333335,9.054470830975458,9536.206666666667
59,0.11833333333333333,9.70424676312839,9488.713333333333
60,0.31166666666666665,9.211126245539127,9566.335
61,-0.42,9.213117738395537,9542.88
62,0.465,10.116938757982867,9546.415
63,0.5266666666666666,9.571904726290699,9599.423333333334
64,0.455,9.310895997751048,9613.56
65,0.32,9.742380609127853,9668.566666666668
66,-0.015,9.663862709854499,9658.161666666667
67,-0.028333333333333332,9.885466032742405,9671.608333333334
68,0.21333333333333335,9.476841455294313,9712.361666666666
69,-0.6316666666666667,10.251934994232819,9663.981666666667
70,-0.8233333333333334,9.903740158106254,9599.823333333334
71,0.5833333333333334,9.842389496062234,9589.353333333333
72,0.02,9.993790714379076,9609.5
73,0.25666666666666665,9.353738841944425,9629.548333333334
74,1.5566666666666666,9.718020475492727,9719.475
75,0.16166666666666665,10.369899385550648,9792.345
76,0.09333333333333334,10.068309610701561,9845.251666666667
77,-0.475,9.956017407010481,9842.836666666666
78,0.8333333333333334,9.475397939361338,9824.626666666667
79,-0.11833333333333333,9.628214038654106,9850.873333333333
80,0.02666666666666667,10.218398821266325,9873.048333333334
81,0.43666666666666665,10.330054322051947,9849.756666666666
82,1.1433333333333333,9.127916067097802,9948.361666666666
83,0.6683333333333333,10.083057939613402,10070.245
84,-0.30666666666666664,9.914144260109214,10065.843333333334
85,-0.35833333333333334,10.50716098646731,10025.545
86,0.11166666666666666,10.009612297689445,9998.1
87,-0.7416666666666667,10.484935708510289,9973.988333333333
88,0.61,10.164675865540678,9975.57
89,-0.44333333333333336,10.046802960210437,9970.751666666667
90,-0.77,9.953088964392428,9902.965
91,0.5366666666666666,9.881843197102926,9940.423333333334
92,-0.18333333333333332,9.022716901790451,9916.581666666667
93,-0.36,9.882862434520959,9924.866666666667
94,-0.68,9.961091530630835,9852.0
95,0.445,9.888482286974039,9846.855
96,-0.485,9.741333941330712,9843.265
97,-1.505,10.346625077853751,9728.266666666666
98,0.43166666666666664,10.200473653942321,9700.543333333333
99,-0.19666666666666666,10.367236252441401,9724.538333333334
