bin,mean_ret,vol,mean_mid
0,-0.14214046822742474,11.146328289136104,8898.513333333334
1,-0.5933333333333334,13.425987711984675,8840.121666666666
2,-0.35333333333333333,13.203772981945406,8794.851666666667
3,0.5583333333333333,13.104893156286364,8824.965
4,0.435,13.333763127130867,8882.586666666666
5,-0.8816666666666667,12.91159147964908,8851.608333333334
6,-1.35,12.002264279130294,8712.82
7,-0.7166666666666667,13.24611594067994,8625.375
8,0.5116666666666667,13.492374802640885,8592.493333333334
9,0.62,13.055730811540634,8688.696666666667
10,0.28833333333333333,13.518760551361174,8710.051666666666
11,-0.44166666666666665,13.5556241850277,8669.765
12,-0.6,12.171365595865872,8672.281666666666
13,0.6933333333333334,13.622390415206246,8706.063333333334
14,0.19333333333333333,13.042416865027723,8714.193333333333
15,-0.615,13.21601877169948,8685.08
16,0.9783333333333334,14.271273994531072,8716.215
17,-0.635,12.760107476403338,8698.615
18,-1.91,13.307473947983294,8623.386666666667
19,0.056666666666666664,12.44137243430371,8516.225
20,-1.4283333333333332,12.832104539471638,8400.741666666667
21,0.3983333333333333,12.66313602293445,8421.78
22,-0.655,13.617387873904498,8380.575
23,1.0833333333333333,12.814918233057728,8362.24
24,0.27166666666666667,13.20428748230184,8506.863333333333
25,0.45666666666666667,13.113402557855455,8451.691666666668
26,-0.26,13.921209246672223,8510.82
27,1.715,13.043647142161992,8612.246666666666
28,-1.2783333333333333,13.525710580640848,8585.768333333333
29,1.51,13.142258679949283,8606.336666666666
30,0.32166666666666666,12.3147421193914,8716.573333333334
31,-1.5483333333333333,12.56562028976062,8620.391666666666
32,-0.87,13.374203942802685,8554.121666666666
33,-0.32666666666666666,12.828230608989443,8500.638333333334
34,-0.03333333333333333,12.508681489171726,8413.301666666666
35,-0.5916666666666667,13.521719078765063,8400.526666666667
36,-1.1616666666666666,12.475716769733816,8317.628333333334
37,-0.29833333333333334,12.091837702307787,8217.038333333334
38,-0.745,12.273124035004097,8191.44
39,-0.43833333333333335,12.034594666412255,8151.286666666667
40,0.06166666666666667,11.930205218018495,8126.693333333334
41,-0.2866666666666667,13.028441574304749,8124.705
42,1.2783333333333333,13.220475298286276,8178.621666666667
43,-2.0183333333333335,12.044808921776045,8092.591666666666
44,0.61,11.969145114944869,8059.868333333333
45,0.54,13.245182124015045,8097.126666666667
46,-0.355,12.746426150049361,8117.836666666667
47,-0.22,12.566143396691794,8090.041666666667
48,0.6966666666666667,12.222012143054515,8135.033333333334
49,0.555,13.027542536813877,8181.375
50,-0.9716666666666667,11.94783941883006,8149.865
51,-0.17333333333333334,11.87954970637818,8095.415
52,-0.26166666666666666,11.92369961872352,8064.761666666666
53,1.2416666666666667,11.853231382323493,8100.266666666666
54,-0.9233333333333333,12.162670653010421,8109.425
55,-0.49833333333333335,11.95857526198435,8104.485
56,-0.5583333333333333,12.123007944716026,8009.796666666667
57,0.19166666666666668,12.12169744930127,8006.831666666667
58,-0.45,12.16988854883108,7976.376666666667
59,-0.205,12.260636976256377,7963.663333333333
60,-0.765,12.411988823519941,7886.886666666666
61,-0.5183333333333333,11.213368330700431,7816.093333333333
62,-0.38333333333333336,11.275868314370843,7780.178333333333
63,0.6566666666666666,11.77366494241036,7780.68
64,-0.3566666666666667,12.916937710681575,7836.111666666667
65,0.75,11.693729560614495,7820.918333333333
66,-0.08833333333333333,12.21948238352563,7890.715
67,1.935,11.358623865609838,7973.858333333334
68,-1.19,12.524914301537938,8008.651666666667
69,-0.29,11.939825435831422,7923.408333333334
70,0.12333333333333334,12.324342590574766,7912.331666666667
71,-1.065,12.735734691296388,7864.65
72,1.0666666666666667,12.210824556243807,7912.11
73,-0.21,11.148176508509495,7916.828333333333
74,0.8733333333333333,12.145052348344802,7951.501666666667
75,-0.5833333333333334,11.216241309783173,7947.053333333333
76,-0.4033333333333333,12.842654247309705,7949.486666666667
77,0.9416666666666667,12.543400130946917,7934.21
78,0.155,12.318385326691814,7990.073333333334
79,-0.24666666666666667,12.752827303635199,7984.711666666667
80,-1.3216666666666668,12.052728242290096,7936.82
81,0.31,12.281695055846976,7860.248333333333
82,0.7083333333333334,12.562117118964897,7910.576666666667
83,0.008333333333333333,12.457986809273086,7957.655
84,0.25166666666666665,11.983858872129318,7959.895
85,-1.1566666666666667,11.809686045949823,7914.221666666666
86,0.315,12.319123793386824,7884.905
87,-0.145,11.987862102670439,7891.04
88,-0.30666666666666664,12.034619330511592,7863.54
89,-0.2,12.384246655222567,7854.958333333333
90,0.18333333333333332,12.090782119577673,7847.543333333333
91,-1.275,12.094466865577076,7807.018333333333
92,-0.635,12.047742610410006,7689.975
93,-1.0666666666666667,11.873802233790974,7604.966666666666
94,-0.4583333333333333,11.931833866606164,7508.885
95,-0.6233333333333333,11.071059120777075,7458.621666666667
96,-0.03,11.609048195265627,7454.798333333333
97,0.14833333333333334,11.775228969316126,7437.233333333334
98,0.5116666666666667,11.300724984389197,7482.68
99,-1.0283333333333333,11.25131120811682,7423.133333333333
