product,pair_idx,is_added,a,b,slope,intercept,role,beta_shift_pct,unstable_30pct,adf_p_d3,adf_p_d4
OXYGEN_SHAKE_CHOCOLATE,91,True,MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,0.7901625693229987,1663.4791606526774,b,0.4550721649529088,True,0.533190982966016,0.6079532154552543
OXYGEN_SHAKE_CHOCOLATE,98,True,OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,0.8690837811006891,1550.403811444466,a,0.2784273701892905,False,0.3433293530010332,0.2012537383427499
OXYGEN_SHAKE_CHOCOLATE,105,True,MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,0.7981102802401778,1587.8057425343873,b,0.4604986442389233,True,0.533190982966016,0.6079532154552543
OXYGEN_SHAKE_CHOCOLATE,112,True,MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,0.7885667589069544,1678.6708134586934,b,0.4539694028781214,True,0.533190982966016,0.6079532154552543
OXYGEN_SHAKE_CHOCOLATE,113,True,MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,0.7881501389699975,1682.6338954266732,b,0.4536807684902029,True,0.533190982966016,0.6079532154552543
UV_VISOR_AMBER,6,False,UV_VISOR_AMBER,UV_VISOR_MAGENTA,-1.238,21897.0,a,0.4147423315138233,True,0.0113738856856022,0.2401145081736585
UV_VISOR_AMBER,15,False,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,-2.450106587117227,34143.94273172769,a,0.4657957314302987,True,0.2186086754193199,0.0240123783770017
UV_VISOR_AMBER,16,False,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,-2.4305786726880605,33927.276302152575,a,0.4615037924934744,True,0.2186086754193199,0.0240123783770017
UV_VISOR_AMBER,18,False,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,-2.4491955648629253,34133.843718037206,a,0.4655970245634434,True,0.2186086754193199,0.0240123783770017
UV_VISOR_AMBER,19,False,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,-2.445794297399974,34096.17794022894,a,0.4648538519039972,True,0.2186086754193199,0.0240123783770017
UV_VISOR_AMBER,53,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9214745708124292,19132.670249221737,b,0.2280893638359757,False,0.1390060608341621,0.1843913339036603
UV_VISOR_AMBER,54,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9225733259659192,19139.766267343028,b,0.2266267489093537,False,0.1390060608341621,0.1843913339036603
UV_VISOR_AMBER,55,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.922343009134443,19138.28450459743,b,0.2269330479579885,False,0.1390060608341621,0.1843913339036603
UV_VISOR_AMBER,68,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9159057482909352,19095.564289887556,b,0.2355563021322999,False,0.1390060608341621,0.1843913339036603
UV_VISOR_AMBER,84,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9552593780062484,19215.393329985007,a,0.3530803244081144,True,0.0255823755861964,0.0916713144949375
UV_VISOR_AMBER,85,True,UV_VISOR_AMBER,PEBBLES_XS,0.6548059629079153,3053.6166388613683,a,0.1142687704176632,False,0.2316602070599684,0.191736008539894
UV_VISOR_AMBER,92,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.959518962160613,19272.865267578487,a,0.3559521892778746,True,0.0255823755861964,0.0916713144949375
UV_VISOR_AMBER,99,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9593041446890244,19270.02541757595,a,0.3558079673196485,True,0.0255823755861964,0.0916713144949375
UV_VISOR_AMBER,101,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9584839001822808,19259.19503065382,a,0.3552566852626483,True,0.0255823755861964,0.0916713144949375
UV_VISOR_AMBER,104,True,PEBBLES_XS,UV_VISOR_AMBER,1.3931194919566812,-3617.915393109361,b,0.0692242090757146,False,0.4071655595137397,0.2498804119737078
UV_VISOR_AMBER,106,True,PEBBLES_XS,UV_VISOR_AMBER,1.388561655273618,-3593.107091220367,b,0.0661690159357702,False,0.4071655595137397,0.2498804119737078
UV_VISOR_AMBER,108,True,PEBBLES_XS,UV_VISOR_AMBER,1.3923024535988002,-3613.253559847587,b,0.0686780062576369,False,0.4071655595137397,0.2498804119737078
UV_VISOR_AMBER,110,True,PEBBLES_XS,UV_VISOR_AMBER,1.3933397217769254,-3619.163706808231,b,0.069371326524474,False,0.4071655595137397,0.2498804119737078
UV_VISOR_AMBER,115,True,SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,-0.3240128557337444,13273.34168277188,b,0.4041337886539204,True,0.1751892133505529,0.0470032721461907
UV_VISOR_AMBER,125,True,SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,-0.3255807704052871,13283.150763786382,b,0.3973718353441509,True,0.1751892133505529,0.0470032721461907
UV_VISOR_AMBER,128,True,SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,-0.3258280537962662,13284.622127262548,b,0.3963113163315103,True,0.1751892133505529,0.0470032721461907
UV_VISOR_AMBER,129,True,SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,-0.3258897302582937,13284.981103042262,b,0.3960470565715847,True,0.1751892133505529,0.0470032721461907
MICROCHIP_OVAL,162,True,SNACKPACK_PISTACHIO,MICROCHIP_OVAL,0.0907151516120979,8753.805527706438,b,0.6637791092015758,True,0.0524267214842784,0.1634359401195705
MICROCHIP_OVAL,163,True,SNACKPACK_PISTACHIO,MICROCHIP_OVAL,0.0906959920029524,8753.86307704348,b,0.6641305840212757,True,0.0524267214842784,0.1634359401195705
MICROCHIP_OVAL,164,True,SNACKPACK_PISTACHIO,MICROCHIP_OVAL,0.0906269634640881,8754.06368970703,b,0.6653981152096057,True,0.0524267214842784,0.1634359401195705
OXYGEN_SHAKE_GARLIC,25,False,OXYGEN_SHAKE_GARLIC,PEBBLES_S,-1.010483289589149,20961.44090806879,a,0.0263276964410754,False,0.0837736374567197,0.4873511653345005
OXYGEN_SHAKE_GARLIC,31,False,OXYGEN_SHAKE_GARLIC,PEBBLES_S,-1.0113818820013512,20960.12815840001,a,0.0254158249740584,False,0.0837736374567197,0.4873511653345005
OXYGEN_SHAKE_GARLIC,32,False,OXYGEN_SHAKE_GARLIC,PEBBLES_S,-1.0114089992229085,20959.999133310717,a,0.0253883322108582,False,0.0837736374567197,0.4873511653345005
OXYGEN_SHAKE_GARLIC,37,False,OXYGEN_SHAKE_GARLIC,PEBBLES_S,-1.0112450440377352,20960.311151434107,a,0.0255545804756812,False,0.0837736374567197,0.4873511653345005
OXYGEN_SHAKE_GARLIC,39,True,PEBBLES_S,OXYGEN_SHAKE_GARLIC,-0.7727237760193734,18145.83491576894,b,0.3686022315676306,True,0.0604493489923161,0.1312443621468539
OXYGEN_SHAKE_GARLIC,47,True,PEBBLES_S,OXYGEN_SHAKE_GARLIC,-0.7727027691234808,18147.2455211014,b,0.3685850662257705,True,0.0604493489923161,0.1312443621468539
OXYGEN_SHAKE_GARLIC,51,True,PEBBLES_S,OXYGEN_SHAKE_GARLIC,-0.7727200834350947,18147.107658276203,b,0.3685992143178874,True,0.0604493489923161,0.1312443621468539
OXYGEN_SHAKE_GARLIC,60,True,PEBBLES_S,OXYGEN_SHAKE_GARLIC,-0.7718228093270282,18127.722946312624,b,0.3678651862871541,True,0.0604493489923161,0.1312443621468539
OXYGEN_SHAKE_GARLIC,81,True,PANEL_2X4,OXYGEN_SHAKE_GARLIC,0.5541264229945312,4658.623237600704,b,0.2115151069831377,False,0.348707988595725,0.0671036231654195
OXYGEN_SHAKE_GARLIC,82,True,PANEL_2X4,OXYGEN_SHAKE_GARLIC,0.5544637923840529,4653.115945040127,b,0.211994868999446,False,0.348707988595725,0.0671036231654195
OXYGEN_SHAKE_GARLIC,83,True,PANEL_2X4,OXYGEN_SHAKE_GARLIC,0.5543780111137526,4654.452549226243,b,0.2118729376100597,False,0.348707988595725,0.0671036231654195
OXYGEN_SHAKE_GARLIC,117,True,PANEL_2X4,OXYGEN_SHAKE_GARLIC,0.5528804744003539,4679.627400194718,b,0.2097382100054503,False,0.348707988595725,0.0671036231654195
OXYGEN_SHAKE_GARLIC,127,True,SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,-0.147048651893191,11246.923572730424,b,0.0350009489661641,False,0.3566259323631492,0.1211172798638739
OXYGEN_SHAKE_GARLIC,149,True,SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,-0.1484589103249383,11265.790003553157,b,0.025169145594098,False,0.3566259323631492,0.1211172798638739
OXYGEN_SHAKE_GARLIC,150,True,SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,-0.1487624807481059,11269.905145842196,b,0.0230771461209691,False,0.3566259323631492,0.1211172798638739
OXYGEN_SHAKE_GARLIC,151,True,SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,-0.1486988048797005,11269.04018668241,b,0.0235152486718113,False,0.3566259323631492,0.1211172798638739
SLEEP_POD_POLYESTER,2,False,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,0.519,5144.0,b,0.1441334060142261,False,0.4274868719798785,0.5639862922332474
SLEEP_POD_POLYESTER,8,False,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,0.756,2977.0,a,0.0786241601733198,False,0.5258398189088104,0.3349922555378168
SLEEP_POD_POLYESTER,43,True,SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,2.321531567565331,-13007.664098057976,a,0.3052699062976829,True,0.5524131265646851,0.1035126851690787
SLEEP_POD_POLYESTER,53,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9214745708124292,19132.670249221737,a,0.2280893638359757,False,0.1390060608341621,0.1843913339036603
SLEEP_POD_POLYESTER,54,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9225733259659192,19139.766267343028,a,0.2266267489093537,False,0.1390060608341621,0.1843913339036603
SLEEP_POD_POLYESTER,55,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.922343009134443,19138.28450459743,a,0.2269330479579885,False,0.1390060608341621,0.1843913339036603
SLEEP_POD_POLYESTER,65,True,SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,2.3527089540184907,-13348.896096434935,a,0.3144762590745537,True,0.5524131265646851,0.1035126851690787
SLEEP_POD_POLYESTER,67,True,SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,2.351705130651962,-13337.84100339962,a,0.314183643839556,True,0.5524131265646851,0.1035126851690787
SLEEP_POD_POLYESTER,68,True,SLEEP_POD_POLYESTER,UV_VISOR_AMBER,-0.9159057482909352,19095.564289887556,a,0.2355563021322999,False,0.1390060608341621,0.1843913339036603
SLEEP_POD_POLYESTER,72,True,SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,2.3479699380283714,-13296.739921940798,a,0.3130926348989478,True,0.5524131265646851,0.1035126851690787
SLEEP_POD_POLYESTER,84,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9552593780062484,19215.393329985007,b,0.3530803244081144,True,0.0255823755861964,0.0916713144949375
SLEEP_POD_POLYESTER,88,True,SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,0.3242444420387684,6870.024333704087,b,0.0558197538054043,False,0.1113426410438649,0.0412843775804786
SLEEP_POD_POLYESTER,92,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.959518962160613,19272.865267578487,b,0.3559521892778746,True,0.0255823755861964,0.0916713144949375
SLEEP_POD_POLYESTER,99,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9593041446890244,19270.02541757595,b,0.3558079673196485,True,0.0255823755861964,0.0916713144949375
SLEEP_POD_POLYESTER,101,True,UV_VISOR_AMBER,SLEEP_POD_POLYESTER,-0.9584839001822808,19259.19503065382,b,0.3552566852626483,True,0.0255823755861964,0.0916713144949375
SLEEP_POD_POLYESTER,102,True,SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,0.3254754528137944,6852.821516561052,b,0.059390825130704,False,0.1113426410438649,0.0412843775804786
SLEEP_POD_POLYESTER,111,True,SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,0.3254437803404871,6853.2973690188455,b,0.0592992842232314,False,0.1113426410438649,0.0412843775804786
SLEEP_POD_POLYESTER,114,True,SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,0.3253198362113076,6855.153570031603,b,0.0589408851400604,False,0.1113426410438649,0.0412843775804786
PANEL_1X2,135,True,SNACKPACK_VANILLA,PANEL_1X2,0.1461739394853733,8793.067253636478,b,0.4788945662586856,True,0.1997972667814356,0.2438362693480193
PANEL_1X2,136,True,SNACKPACK_VANILLA,PANEL_1X2,0.1476297379597199,8780.630463694833,b,0.4840332632847638,True,0.1997972667814356,0.2438362693480193
PANEL_1X2,137,True,SNACKPACK_VANILLA,PANEL_1X2,0.1465195284339851,8790.086340762948,b,0.4801236739475197,True,0.1997972667814356,0.2438362693480193
PANEL_1X2,138,True,SNACKPACK_VANILLA,PANEL_1X2,0.1460910242046984,8793.778855168383,b,0.4785988081617383,True,0.1997972667814356,0.2438362693480193
PANEL_1X2,139,True,TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X2,-0.3546280614204017,12977.917357773027,b,0.0756236154906967,False,0.269565745532692,0.0063219177323487
PANEL_1X2,141,True,TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X2,-0.3559039252245703,12989.08737985738,b,0.0789373703746292,False,0.269565745532692,0.0063219177323487
PANEL_1X2,143,True,TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X2,-0.3542686505312782,12974.769710486617,b,0.0746858217069593,False,0.269565745532692,0.0063219177323487
PANEL_1X2,148,True,TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X2,-0.362584721665881,13047.433376159095,b,0.0959083886512784,False,0.269565745532692,0.0063219177323487
PANEL_1X4,59,True,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.5393360567523138,15507.580615623154,b,0.1654538111477078,False,0.2693835505246067,0.4804050530096408
PANEL_1X4,62,True,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.5376632969240946,15490.29577772381,b,0.1690797315482369,False,0.2693835505246067,0.4804050530096408
PANEL_1X4,76,True,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.5379408297010201,15493.192458673157,b,0.1684765835318943,False,0.2693835505246067,0.4804050530096408
PANEL_1X4,77,True,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,-0.5377188512714576,15490.885614818251,b,0.168958948240477,False,0.2693835505246067,0.4804050530096408
PANEL_1X4,133,True,ROBOT_MOPPING,PANEL_1X4,-0.8041442303919017,18661.30374560096,b,0.8920501561745312,True,0.8614795643729716,0.1381596926734452
UV_VISOR_YELLOW,26,False,UV_VISOR_YELLOW,GALAXY_SOUNDS_DARK_MATTER,1.5845185234667698,-5246.704444535159,a,0.4934071556077374,True,0.3184277207101612,0.0516560484037564
UV_VISOR_YELLOW,28,False,UV_VISOR_YELLOW,GALAXY_SOUNDS_DARK_MATTER,1.5837356231428323,-5238.833960878167,a,0.4941454031591663,True,0.3184277207101612,0.0516560484037564
UV_VISOR_YELLOW,79,True,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.3689380820623889,6183.87642392147,b,0.1327745048375367,False,0.3943422522262689,0.0340907402079794
UV_VISOR_YELLOW,90,True,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.3725008942252533,6144.994437218317,b,0.1410691467833961,False,0.3943422522262689,0.0340907402079794
UV_VISOR_YELLOW,93,True,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,0.3717316422735988,6153.3682394740235,b,0.1392916972471341,False,0.3943422522262689,0.0340907402079794
